rank,game,prize,players,tournaments,month,year
67,Aquapazza: Aquaplus Dream Match,160.0,3,1,10,2016
1,Counter-Strike: Global Offensive,1461466.76,1201,97,11,2016
2,Hearthstone,1107696.94,63,9,11,2016
3,Heroes of the Storm,1000400.0,70,3,11,2016
4,Dota 2,764842.75,286,17,11,2016
5,League of Legends,715492.4,381,21,11,2016
6,StarCraft II,618987.17,112,37,11,2016
7,Overwatch,377891.9,429,29,11,2016
8,Gears of War 4,317870.0,70,8,11,2016
9,CrossFire,310842.0,50,1,11,2016
10,World of WarCraft,250000.0,30,1,11,2016
11,Blade & Soul,156182.4,27,2,11,2016
12,Rainbow Six Siege,136113.77,52,8,11,2016
13,Halo 5: Guardians,106000.0,37,3,11,2016
14,Super Smash Bros. Melee,84906.68,183,70,11,2016
15,KartRider,76912.0,12,2,11,2016
16,Clash Royale,73000.0,16,1,11,2016
17,Rocket League,66595.66,119,41,11,2016
18,Street Fighter V,52647.26,30,5,11,2016
19,Brawlhalla,51000.0,22,3,11,2016
20,WarCraft III,50298.09,27,17,11,2016
21,Tekken 7,41337.49,17,4,11,2016
22,SMITE,35550.0,20,1,11,2016
23,Super Smash Bros. for Wii U,26791.06,112,24,11,2016
24,FIFA 17,15305.99,37,3,11,2016
25,Project Cars,12400.0,9,2,11,2016
26,Team Fortress 2,6588.98,63,3,11,2016
27,Point Blank,5612.46,19,1,11,2016
28,Battlerite,5013.48,39,16,11,2016
29,rFactor 2,4723.91,30,1,11,2016
30,Vainglory,4608.11,21,5,11,2016
31,FIFA 16,4555.07,8,1,11,2016
32,Age of Empires,4144.8,12,1,11,2016
33,Forza Motorsport 6,4050.0,29,6,11,2016
34,TrackMania 2: Stadium,3522.52,9,3,11,2016
35,Project M,2329.97,27,5,11,2016
36,Chess.com,2003.0,11,2,11,2016
37,Age of Empires II,1660.56,7,2,11,2016
38,Mortal Kombat X,1080.0,2,1,11,2016
39,Pro Evolution Soccer 2017,1024.93,10,3,11,2016
40,Age of Empires III,550.0,3,1,11,2016
41,StarCraft: Brood War,511.8,3,1,11,2016
42,Super Smash Bros.,355.98,10,4,11,2016
43,Rivals of Aether,250.0,1,1,11,2016
1,Dota 2,4667978.88,268,12,12,2016
2,Counter-Strike: Global Offensive,2396524.01,1106,69,12,2016
3,FIFA Online 3,500000.0,30,1,12,2016
4,CrossFire,471847.71,35,2,12,2016
5,Overwatch,461236.07,447,38,12,2016
6,Street Fighter V,360000.0,8,1,12,2016
7,Heroes of the Storm,300000.0,40,1,12,2016
8,League of Legends,289012.25,227,16,12,2016
9,Hearthstone,287807.95,93,14,12,2016
10,Arena of Valor,268305.5,25,1,12,2016
11,Halo 5: Guardians,217000.0,32,2,12,2016
12,Gears of War 4,155000.0,40,2,12,2016
13,Rocket League,143842.24,104,41,12,2016
14,MechWarrior Online,143490.0,0,1,12,2016
15,Vainglory,128493.18,46,6,12,2016
16,Call of Duty: Infinite Warfare,125020.99,56,4,12,2016
17,WarCraft III,104795.22,12,9,12,2016
18,StarCraft II,103955.34,104,42,12,2016
19,Madden NFL 2017,100000.0,16,1,12,2016
20,Super Smash Bros. Melee,48447.0,120,50,12,2016
21,Super Smash Bros. for Wii U,43917.79,64,12,12,2016
22,Counter-Strike Online,40000.0,15,1,12,2016
23,Forza Motorsport 6,35800.0,16,1,12,2016
24,Clash Royale,31000.0,8,1,12,2016
25,Team Fortress 2,19010.0,72,4,12,2016
26,Call of Duty: Black Ops III,11234.16,24,1,12,2016
27,Heroes of Newerth,11229.63,30,1,12,2016
28,Old School Runescape,10000.0,1,1,12,2016
29,Project Cars,6416.0,4,5,12,2016
30,Battlerite,5924.7,28,16,12,2016
31,Tekken 7,5203.81,3,1,12,2016
32,Age of Empires II,5004.47,28,9,12,2016
33,osu!,4320.0,245,1,12,2016
34,Age of Empires,2420.0,16,1,12,2016
35,Chess.com,2004.0,12,2,12,2016
36,Pro Evolution Soccer 2017,1797.48,16,6,12,2016
37,StarCraft: Brood War,1764.0,5,2,12,2016
38,Paladins,450.0,15,1,12,2016
39,MOBA Legends,225.0,3,1,12,2016
40,Quake Live,48.02,2,1,12,2016
1,SMITE,2612259.0,40,1,1,2015
2,Dota 2,345579.13,200,15,1,2015
3,League of Legends,162819.01,215,20,1,2015
4,StarCraft II,118631.72,152,45,1,2015
5,Counter-Strike: Global Offensive,113385.63,179,19,1,2015
6,World of Tanks,93489.64,7,2,1,2015
7,Call of Duty: Advanced Warfare,63413.65,83,22,1,2015
8,Hearthstone,62720.15,19,5,1,2015
9,Heroes of Newerth,40992.57,41,6,1,2015
10,Super Smash Bros. Melee,23859.42,82,26,1,2015
11,Halo 2 Anniversary,21000.0,32,3,1,2015
12,Heroes of the Storm,18039.14,56,14,1,2015
13,Super Smash Bros. for Wii U,13537.97,67,16,1,2015
14,Project M,6054.53,39,9,1,2015
15,Attack on Titan Tribute Game,6000.0,4,1,1,2015
16,Guild Wars 2,3830.9,10,8,1,2015
17,Ultra Street Fighter IV,2319.71,11,5,1,2015
18,Point Blank,2295.0,44,1,1,2015
19,Chess.com,2010.0,14,2,1,2015
20,CrossFire,1901.88,31,4,1,2015
21,FIFA 15,1221.81,13,15,1,2015
22,Battlefield 4,1055.59,17,5,1,2015
23,Quake Live,967.22,15,5,1,2015
24,Super Smash Bros. Brawl,590.0,6,1,1,2015
25,S.K.I.L.L. - Special Force 2,569.38,20,2,1,2015
26,TrackMania 2: Stadium,348.72,2,2,1,2015
27,Super Smash Bros.,180.0,3,1,1,2015
28,Ultimate Marvel vs. Capcom 3,40.0,3,1,1,2015
1,Dota 2,3088520.01,142,8,2,2015
2,Call of Duty: Advanced Warfare,129276.62,160,30,2,2015
3,Counter-Strike: Global Offensive,113850.74,256,30,2,2015
4,League of Legends,113808.53,151,20,2,2015
5,StarCraft II,67829.7,115,49,2,2015
6,StarCraft: Brood War,50509.76,48,3,2,2015
7,Hearthstone,47060.65,63,17,2,2015
8,Super Smash Bros. Melee,36593.31,107,34,2,2015
9,Heroes of Newerth,32844.94,67,5,2,2015
10,Super Smash Bros. for Wii U,27136.21,69,19,2,2015
11,Halo 2 Anniversary,21385.0,16,2,2,2015
12,Heroes of the Storm,16649.66,77,18,2,2015
13,Ultra Street Fighter IV,9480.4,20,8,2,2015
14,Point Blank,6451.62,5,1,2,2015
15,Attack on Titan Tribute Game,6000.0,4,1,2,2015
16,Guild Wars 2,4268.07,10,8,2,2015
17,Project M,3701.94,12,2,2,2015
18,Guilty Gear Xrd -SIGN-,3594.53,11,3,2,2015
19,Age of Empires,3015.0,12,3,2,2015
20,Age of Empires II,3000.0,8,1,2,2015
21,Super Smash Bros.,2609.0,18,3,2,2015
22,Ultimate Marvel vs. Capcom 3,2600.0,11,3,2,2015
23,FIFA 15,2583.37,31,28,2,2015
24,Tekken Tag Tournament 2,2500.0,4,2,2,2015
25,Chess.com,2499.99,10,1,2,2015
26,Super Smash Bros. Brawl,2370.0,15,2,2,2015
27,CrossFire,2173.58,26,5,2,2015
28,Quake Live,1117.08,16,3,2,2015
29,Killer Instinct (2013),1080.0,6,2,2,2015
30,Battlefield 4,1027.4,15,5,2,2015
31,Dead or Alive 5: Last Round,820.0,3,1,2,2015
32,Injustice: Gods Among Us,550.0,3,1,2,2015
33,Soul Calibur V,500.0,3,1,2,2015
34,BlazBlue: Chronophantasma,485.58,6,2,2,2015
35,NHL 15,391.9,3,1,2,2015
36,S.K.I.L.L. - Special Force 2,337.2,10,1,2,2015
37,Under Night In-Birth EXE: Late,240.0,3,1,2,2015
38,Street Fighter III: 3rd Strike,239.0,3,1,2,2015
39,Persona 4 Arena Ultimax,210.0,3,1,2,2015
40,King of Fighters XIII,190.0,3,1,2,2015
41,Mortal Kombat 9,190.0,3,1,2,2015
1,Call of Duty: Advanced Warfare,1048225.17,156,37,3,2015
2,Counter-Strike: Global Offensive,444870.73,376,40,3,2015
3,League of Legends,437666.18,356,32,3,2015
4,World of Tanks,352537.35,65,3,3,2015
5,StarCraft II,302139.48,142,65,3,2015
6,Heroes of Newerth,219114.67,79,6,3,2015
7,Hearthstone,183585.26,107,27,3,2015
8,Dota 2,143801.15,153,14,3,2015
9,Age of Empires II,120000.0,172,2,3,2015
10,Halo 2 Anniversary,100000.0,32,1,3,2015
11,Guild Wars 2,54712.23,21,11,3,2015
12,Heroes of the Storm,44523.46,110,27,3,2015
13,Ultra Street Fighter IV,37883.36,46,11,3,2015
14,StarCraft: Brood War,37756.8,6,3,3,2015
15,Super Smash Bros. Melee,16539.99,107,36,3,2015
16,FIFA 15,10292.74,32,39,3,2015
17,Battlefield 4,7594.2,21,7,3,2015
18,Attack on Titan Tribute Game,6000.0,4,1,3,2015
19,Super Smash Bros. for Wii U,5824.71,61,16,3,2015
20,Point Blank,5527.83,14,1,3,2015
21,CrossFire,2445.28,35,6,3,2015
22,iRacing.com,2250.67,102,3,3,2015
23,TrackMania 2: Stadium,1245.34,5,2,3,2015
24,Project M,1160.76,7,3,3,2015
25,Quake Live,1157.45,18,5,3,2015
26,Chess.com,1000.02,7,1,3,2015
27,Evolve,648.76,20,4,3,2015
28,SMITE,496.69,20,4,3,2015
29,S.K.I.L.L. - Special Force 2,270.47,10,1,3,2015
30,Street Fighter X Tekken,100.0,3,1,3,2015
31,BlazBlue: Chronophantasma,0.0,8,1,3,2015
32,Dead or Alive 5: Last Round,0.0,8,1,3,2015
33,Guilty Gear Xrd -SIGN-,0.0,15,2,3,2015
34,Injustice: Gods Among Us,0.0,6,1,3,2015
35,Killer Instinct (2013),0.0,8,1,3,2015
36,King of Fighters XIII,0.0,8,1,3,2015
37,Marvel vs. Capcom 2,0.0,4,1,3,2015
38,Melty Blood: Actress Again,0.0,8,1,3,2015
39,Persona 4 Arena Ultimax,0.0,8,1,3,2015
40,Soul Calibur V,0.0,8,1,3,2015
41,Tekken Tag Tournament 2,0.0,8,1,3,2015
42,Ultimate Marvel vs. Capcom 3,0.0,25,2,3,2015
43,Under Night In-Birth EXE: Late,0.0,8,1,3,2015
1,League of Legends,1349012.57,684,44,4,2015
2,Counter-Strike: Global Offensive,470797.23,793,55,4,2015
3,StarCraft II,369644.76,174,72,4,2015
4,Dota 2,321125.48,235,30,4,2015
5,World of Tanks,302270.79,60,2,4,2015
6,CrossFire,188013.58,68,6,4,2015
7,Hearthstone,124414.0,84,23,4,2015
8,SMITE,93134.52,72,7,4,2015
9,Call of Duty: Advanced Warfare,74415.6,132,24,4,2015
10,Ultra Street Fighter IV,58897.58,45,11,4,2015
11,Heroes of the Storm,45710.39,129,29,4,2015
12,Battlefield 4,42353.29,40,6,4,2015
13,Halo 2 Anniversary,29478.8,40,2,4,2015
14,Super Smash Bros. Melee,27253.84,134,45,4,2015
15,Team Fortress 2,22875.84,75,4,4,2015
16,Point Blank,20981.6,40,4,4,2015
17,FIFA Online 3,20124.0,8,1,4,2015
18,FIFA 15,16608.94,39,32,4,2015
19,Age of Empires II,9000.0,9,1,4,2015
20,Mortal Kombat X,7670.0,13,4,4,2015
21,ShootMania Storm,7028.67,14,3,4,2015
22,Attack on Titan Tribute Game,6000.0,4,1,4,2015
23,World of WarCraft,6000.0,9,1,4,2015
24,StarCraft: Brood War,5733.25,6,2,4,2015
25,Super Smash Bros. for Wii U,5258.0,37,10,4,2015
26,Heroes of Newerth,4885.44,35,3,4,2015
27,Guild Wars 2,3118.94,0,6,4,2015
28,TrackMania 2: Stadium,3071.42,17,5,4,2015
29,Call of Duty 4: Modern Warfare,2703.33,0,1,4,2015
30,Wolfenstein: Enemy Territory,2107.3,18,1,4,2015
31,Gears of War 3,2000.0,12,1,4,2015
32,NHL 15,1765.26,0,1,4,2015
33,Age of Empires,1230.0,16,1,4,2015
34,Evolve,1027.65,31,5,4,2015
35,Chess.com,1000.0,5,1,4,2015
36,Quake Live,658.94,9,5,4,2015
37,Age of Empires III,610.0,8,1,4,2015
38,TrackMania 2: Canyon,540.66,3,1,4,2015
39,Trackmania 2: Valley,540.66,3,1,4,2015
40,Project M,319.72,23,6,4,2015
41,WarCraft III,129.46,2,1,4,2015
42,BlazBlue: Chronophantasma,0.0,13,2,4,2015
43,Dead or Alive 5: Last Round,0.0,8,1,4,2015
44,Guilty Gear Xrd -SIGN-,0.0,14,2,4,2015
45,Guilty Gear XX Accent Core Plus R,0.0,8,1,4,2015
46,Killer Instinct (2013),0.0,8,1,4,2015
47,King of Fighters XIII,0.0,8,1,4,2015
48,Marvel vs. Capcom 2,0.0,7,1,4,2015
49,Persona 4 Arena Ultimax,0.0,8,1,4,2015
50,Skullgirls Encore,0.0,8,1,4,2015
51,Street Fighter III: 3rd Strike,0.0,4,1,4,2015
52,Super Smash Bros.,0.0,8,1,4,2015
53,Super Street Fighter II Turbo,0.0,4,1,4,2015
54,Tekken Tag Tournament 2,0.0,8,1,4,2015
55,Ultimate Marvel vs. Capcom 3,0.0,21,3,4,2015
56,Under Night In-Birth EXE: Late,0.0,12,2,4,2015
1,Dota 2,1149751.95,317,29,5,2015
2,League of Legends,563512.99,312,32,5,2015
3,Counter-Strike: Global Offensive,281660.88,532,57,5,2015
4,Call of Duty: Advanced Warfare,188798.48,205,43,5,2015
5,Hearthstone,162151.36,103,26,5,2015
6,Attack on Titan Tribute Game,156000.0,19,5,5,2015
7,Magic: The Gathering Online,116000.0,16,1,5,2015
8,StarCraft II,98844.67,171,67,5,2015
9,Heroes of the Storm,86586.63,113,26,5,2015
10,FIFA 15,36936.96,48,39,5,2015
11,Super Smash Bros. Melee,31469.76,110,47,5,2015
12,Heroes of Newerth,26167.0,77,9,5,2015
13,Ultra Street Fighter IV,21073.77,33,12,5,2015
14,Super Smash Bros. for Wii U,20057.38,96,31,5,2015
15,Evolve,16227.6,48,8,5,2015
16,Mortal Kombat X,14345.27,19,6,5,2015
17,Battlefield Hardline,13463.28,20,1,5,2015
18,Killer Instinct (2013),11175.27,11,2,5,2015
19,FIFA Online 3,5936.58,4,1,5,2015
20,Point Blank,4973.15,15,1,5,2015
21,Skullgirls Encore,3183.1,11,2,5,2015
22,Guilty Gear Xrd -SIGN-,2477.9,11,2,5,2015
23,CrossFire,2445.28,30,6,5,2015
24,Project M,1492.67,14,3,5,2015
25,WarCraft III,1346.7,9,7,5,2015
26,Ultimate Marvel vs. Capcom 3,1157.03,11,2,5,2015
27,Battlefield 4,1119.86,15,6,5,2015
28,Age of Empires II,1000.0,4,1,5,2015
29,Chess.com,1000.0,6,1,5,2015
30,Age of Empires,924.0,16,1,5,2015
31,Divekick,700.0,3,1,5,2015
32,Under Night In-Birth EXE: Late,640.0,8,1,5,2015
33,King of Fighters XIII,629.21,6,2,5,2015
34,Tekken Tag Tournament 2,590.0,3,1,5,2015
35,Team Fortress 2,500.0,0,1,5,2015
36,Legend of Glory,472.66,0,1,5,2015
37,Persona 4 Arena Ultimax,380.0,3,1,5,2015
38,Reflex,377.0,2,1,5,2015
39,Injustice: Gods Among Us,320.0,3,1,5,2015
40,S.K.I.L.L. - Special Force 2,274.8,10,1,5,2015
41,Age of Mythology,250.0,1,1,5,2015
42,Super Smash Bros.,210.0,6,3,5,2015
43,Dead or Alive 5: Last Round,172.23,3,1,5,2015
44,Ultimate Mortal Kombat 3,150.0,3,1,5,2015
45,SMITE,134.44,5,1,5,2015
46,Quake Live,100.0,2,1,5,2015
47,StarCraft: Brood War,75.0,4,1,5,2015
1,Dota 2,1071907.2,258,22,6,2015
2,Counter-Strike: Global Offensive,603399.15,563,55,6,2015
3,StarCraft II,445537.54,187,55,6,2015
4,Hearthstone,176823.5,107,29,6,2015
5,Heroes of the Storm,156983.15,215,30,6,2015
6,Call of Duty: Advanced Warfare,145722.98,298,47,6,2015
7,SMITE,128000.0,59,3,6,2015
8,Evolve,101066.21,39,6,6,2015
9,League of Legends,95878.76,147,25,6,2015
10,Heroes of Newerth,73427.93,56,6,6,2015
11,Halo 2 Anniversary,51148.17,32,2,6,2015
12,CrossFire,47445.28,34,7,6,2015
13,Ultra Street Fighter IV,44334.97,27,12,6,2015
14,Pro Evolution Soccer 2015,26544.76,3,1,6,2015
15,FIFA 15,25173.42,39,36,6,2015
16,Super Smash Bros. Melee,24152.42,95,38,6,2015
17,Mortal Kombat X,19661.46,20,7,6,2015
18,Super Smash Bros. for Wii U,17586.22,87,23,6,2015
19,Killer Instinct (2013),15950.0,8,1,6,2015
20,Point Blank,8490.1,9,2,6,2015
21,Attack on Titan Tribute Game,6000.0,4,1,6,2015
22,Call of Duty: Black Ops 2,5000.0,4,1,6,2015
23,Project M,3066.67,18,2,6,2015
24,Ultimate Marvel vs. Capcom 3,1940.0,11,2,6,2015
25,Chess.com,1874.99,13,1,6,2015
26,TrackMania 2: Stadium,1727.17,17,2,6,2015
27,StarCraft: Brood War,1636.5,9,3,6,2015
28,Guilty Gear Xrd -SIGN-,1260.0,10,2,6,2015
29,Battlefield 4,1011.14,15,5,6,2015
30,Super Smash Bros.,780.0,7,2,6,2015
31,World of Tanks,745.55,12,2,6,2015
32,Tekken Tag Tournament 2,610.0,3,1,6,2015
33,S.K.I.L.L. - Special Force 2,557.01,16,2,6,2015
34,Persona 4 Arena Ultimax,550.0,6,2,6,2015
35,Divekick,410.0,3,1,6,2015
36,WarCraft III,360.93,6,7,6,2015
37,Quake Live,100.0,2,1,6,2015
38,Age of Mythology,56.0,1,1,6,2015
39,BlazBlue: Chronophantasma Extend,0.0,3,1,6,2015
1,Counter-Strike: Global Offensive,654388.2,822,63,7,2015
2,Dota 2,583115.71,264,18,7,2015
3,League of Legends,505875.44,438,29,7,2015
4,StarCraft II,319483.37,182,67,7,2015
5,Heroes of the Storm,275935.67,278,36,7,2015
6,SMITE,177747.02,46,5,7,2015
7,Mortal Kombat X,163481.91,23,8,7,2015
8,Hearthstone,151333.71,110,37,7,2015
9,Halo 2 Anniversary,150000.0,32,1,7,2015
10,Call of Duty: Advanced Warfare,95374.72,203,41,7,2015
11,Ultra Street Fighter IV,72870.0,11,7,7,2015
12,WarCraft III,61711.23,32,11,7,2015
13,Killer Instinct (2013),53970.0,8,1,7,2015
14,Quake Live,43336.2,16,8,7,2015
15,Super Smash Bros. Melee,40693.4,98,41,7,2015
16,Tekken 7,34580.0,8,1,7,2015
17,Super Smash Bros. for Wii U,33412.44,97,25,7,2015
18,FIFA Online 3,26667.0,6,1,7,2015
19,Guilty Gear Xrd -SIGN-,19680.0,8,1,7,2015
20,Point Blank,15940.0,20,2,7,2015
21,Team Fortress 2,15295.6,44,2,7,2015
22,FIFA 15,14788.33,34,36,7,2015
23,Persona 4 Arena Ultimax,14370.0,8,1,7,2015
24,Ultimate Marvel vs. Capcom 3,9060.0,10,1,7,2015
25,Heroes of Newerth,8740.18,45,4,7,2015
26,Battlefield 4,8043.3,41,7,7,2015
27,Attack on Titan Tribute Game,6000.0,4,1,7,2015
28,Project M,1980.0,14,4,7,2015
29,CrossFire,1901.88,25,4,7,2015
30,Chess.com,1725.02,11,1,7,2015
31,NHL 15,1000.0,0,1,7,2015
32,Gears of War 3,700.0,2,1,7,2015
33,Evolve,660.28,26,4,7,2015
34,S.K.I.L.L. - Special Force 2,556.67,17,2,7,2015
35,Street Fighter X Tekken,500.0,3,1,7,2015
36,World of WarCraft,442.96,11,4,7,2015
37,Brawlhalla,300.0,6,1,7,2015
38,StarCraft: Brood War,177.45,5,3,7,2015
1,Dota 2,18463252.88,196,16,8,2015
2,League of Legends,1334844.31,649,31,8,2015
3,Counter-Strike: Global Offensive,568263.74,534,65,8,2015
4,Heroes of the Storm,373748.34,280,32,8,2015
5,Hearthstone,239839.5,102,25,8,2015
6,Call of Duty: Advanced Warfare,190436.47,207,53,8,2015
7,StarCraft II,98511.83,116,50,8,2015
8,S.K.I.L.L. - Special Force 2,58126.02,46,3,8,2015
9,Super Smash Bros. for Wii U,55245.9,134,41,8,2015
10,Super Smash Bros. Melee,53662.7,167,62,8,2015
11,Guild Wars 2,50000.0,20,1,8,2015
12,StarCraft: Brood War,38615.0,23,6,8,2015
13,Vainglory,26319.0,24,1,8,2015
14,FIFA 15,18581.85,39,38,8,2015
15,Team Fortress 2,16391.51,31,3,8,2015
16,Point Blank,15444.01,25,1,8,2015
17,Battlefield 4,13711.31,19,6,8,2015
18,Ultra Street Fighter IV,13308.22,27,13,8,2015
19,WarCraft III,12683.22,16,6,8,2015
20,Mortal Kombat X,12360.9,19,9,8,2015
21,Project M,12030.89,61,15,8,2015
22,Halo 5: Guardians,11524.0,8,1,8,2015
23,World of WarCraft,10556.5,17,6,8,2015
24,Super Smash Bros.,7715.47,31,5,8,2015
25,Attack on Titan Tribute Game,7200.0,6,2,8,2015
26,Super Smash Bros. Brawl,6770.0,27,2,8,2015
27,FIFA Online 3,5574.13,4,1,8,2015
28,Halo 2 Anniversary,4617.07,16,1,8,2015
29,World of Tanks,2918.5,156,7,8,2015
30,Dead or Alive 5: Last Round,1880.0,3,1,8,2015
31,Chess.com,1874.99,13,1,8,2015
32,Heroes of Newerth,1830.01,20,3,8,2015
33,TrackMania 2: Stadium,1505.34,3,1,8,2015
34,CrossFire,1358.5,22,5,8,2015
35,Ultimate Marvel vs. Capcom 3,1335.9,7,4,8,2015
36,Rocket League,1296.91,21,11,8,2015
37,SMITE,1072.06,16,6,8,2015
38,Age of Empires III,1000.0,4,1,8,2015
39,Street Fighter III: 3rd Strike,870.0,3,1,8,2015
40,Evolve,824.45,30,5,8,2015
41,Guilty Gear Xrd -SIGN-,680.0,3,2,8,2015
42,Reflex,550.0,5,1,8,2015
43,Skullgirls Encore,520.0,3,1,8,2015
44,Killer Instinct (2013),360.0,3,1,8,2015
45,Soul Calibur V,330.0,3,1,8,2015
46,Age of Empires II,300.0,3,1,8,2015
47,Under Night In-Birth EXE: Late,280.0,3,1,8,2015
48,Tekken Tag Tournament 2,270.0,3,2,8,2015
49,Brawlhalla,250.0,3,1,8,2015
50,BlazBlue: Chronophantasma Extend,210.0,3,1,8,2015
51,Quake Live,200.0,2,2,8,2015
52,Persona 4 Arena Ultimax,180.0,3,1,8,2015
53,King of Fighters XIII,150.0,3,1,8,2015
54,Splatoon,50.0,0,1,8,2015
1,Counter-Strike: Global Offensive,654817.45,580,66,9,2015
2,StarCraft II,347855.17,125,48,9,2015
3,Hearthstone,283534.62,38,10,9,2015
4,Call of Duty: Advanced Warfare,269077.34,191,37,9,2015
5,H1Z1,173328.0,20,2,9,2015
6,Heroes of the Storm,165406.12,164,16,9,2015
7,Dota 2,146011.16,175,12,9,2015
8,World of WarCraft,100449.24,32,5,9,2015
9,League of Legends,98555.35,112,10,9,2015
10,CrossFire,71495.68,45,8,9,2015
11,Vainglory,70467.0,40,1,9,2015
12,Super Smash Bros. Melee,62222.0,124,50,9,2015
13,Heroes of Newerth,54711.86,68,8,9,2015
14,World of Tanks,40000.0,14,1,9,2015
15,Ultra Street Fighter IV,37845.0,36,13,9,2015
16,Tekken 7,21300.0,6,1,9,2015
17,iRacing.com,21000.0,5,1,9,2015
18,Super Smash Bros. for Wii U,18457.17,79,27,9,2015
19,Project M,9716.3,21,4,9,2015
20,StarCraft: Brood War,9086.48,14,6,9,2015
21,Point Blank,6167.92,18,1,9,2015
22,Attack on Titan Tribute Game,6000.0,4,1,9,2015
23,Rocket League,2796.14,19,14,9,2015
24,NHL '94,2691.2,16,2,9,2015
25,Team Fortress 2,2663.92,27,1,9,2015
26,FIFA 15,2535.31,29,30,9,2015
27,Grey Goo,2000.0,4,1,9,2015
28,Chess.com,1875.0,11,1,9,2015
29,Mortal Kombat X,1490.0,6,2,9,2015
30,Halo 2 Anniversary,1038.41,12,1,9,2015
31,Reflex,1035.0,3,1,9,2015
32,Battlefield 4,1013.97,10,5,9,2015
33,Ultimate Marvel vs. Capcom 3,910.0,3,1,9,2015
34,S.K.I.L.L. - Special Force 2,844.9,25,3,9,2015
35,Quake Live,755.0,6,4,9,2015
36,Brawlhalla,450.0,8,3,9,2015
37,SMITE,409.49,10,4,9,2015
38,WarCraft III,370.07,3,4,9,2015
39,Age of Empires II,170.0,7,2,9,2015
40,Super Smash Bros. Brawl,160.0,3,1,9,2015
41,Killer Instinct (2013),140.0,2,1,9,2015
42,Guilty Gear Xrd -SIGN-,130.0,2,1,9,2015
1,League of Legends,2187887.97,321,25,10,2015
2,Dota 2,728072.42,211,18,10,2015
3,Counter-Strike: Global Offensive,449414.28,779,94,10,2015
4,Heroes of the Storm,308219.66,230,23,10,2015
5,Call of Duty: Advanced Warfare,278813.96,188,28,10,2015
6,CrossFire,206563.08,87,8,10,2015
7,StarCraft II,205731.67,132,69,10,2015
8,Hearthstone,163549.2,81,23,10,2015
9,Point Blank,100000.0,56,1,10,2015
10,World of Tanks,100000.0,28,1,10,2015
11,World of WarCraft,100000.0,31,1,10,2015
12,SMITE,72335.51,72,5,10,2015
13,Age of Empires II,60100.0,123,4,10,2015
14,Super Smash Bros. Melee,55293.98,142,45,10,2015
15,KartRider,54188.0,12,1,10,2015
16,Ultra Street Fighter IV,33993.69,31,10,10,2015
17,Super Smash Bros. for Wii U,33459.92,110,28,10,2015
18,WarCraft III,27364.65,15,8,10,2015
19,Heroes of Newerth,23348.81,60,8,10,2015
20,iRacing.com,16000.0,5,1,10,2015
21,Mortal Kombat X,13461.9,13,3,10,2015
22,Evolve,11054.1,15,1,10,2015
23,Rocket League,7839.48,41,20,10,2015
24,Battlefield 4,4383.02,30,6,10,2015
25,StarCraft: Brood War,3726.85,25,14,10,2015
26,Ultimate Marvel vs. Capcom 3,3278.4,7,4,10,2015
27,Grey Goo,2000.0,4,1,10,2015
28,Chess.com,1999.99,10,2,10,2015
29,Brawlhalla,1600.0,46,2,10,2015
30,Project M,1511.0,27,6,10,2015
31,Team Fortress 2,1500.0,24,1,10,2015
32,Guilty Gear Xrd -SIGN-,1292.69,14,4,10,2015
33,FIFA 16,1035.18,11,4,10,2015
34,Shards of War,1029.21,20,1,10,2015
35,Rising Thunder,1000.0,3,1,10,2015
36,Tetris,1000.0,4,1,10,2015
37,FIFA 15,842.36,10,4,10,2015
38,Dead or Alive 5: Last Round,730.0,8,1,10,2015
39,Splatoon,720.0,3,1,10,2015
40,Project Cars,675.0,6,12,10,2015
41,Persona 4 Arena Ultimax,670.0,8,1,10,2015
42,Tekken Tag Tournament 2,560.0,6,2,10,2015
43,Nitroplus Blasterz: Heroines Infinite Duel,464.0,3,1,10,2015
44,BlazBlue: Chronophantasma Extend,413.17,6,2,10,2015
45,Killer Instinct (2013),340.0,3,1,10,2015
46,King of Fighters XIII,300.0,3,1,10,2015
47,Quake Live,300.0,4,3,10,2015
48,TrackMania 2: Stadium,280.51,2,1,10,2015
49,Under Night In-Birth EXE: Late,230.0,3,1,10,2015
50,Guilty Gear XX Accent Core Plus R,120.0,3,1,10,2015
51,Street Fighter III: 3rd Strike,115.86,3,1,10,2015
52,Skullgirls Encore,90.0,3,1,10,2015
53,Soul Calibur V,90.0,3,1,10,2015
54,Capcom vs. SNK 2,61.79,3,1,10,2015
55,Dengeki Bunko: Fighting Climax,60.0,3,1,10,2015
56,QuakeWorld,55.09,1,1,10,2015
1,Dota 2,3523821.23,285,22,11,2015
2,Counter-Strike: Global Offensive,1276097.88,851,90,11,2015
3,Heroes of the Storm,622759.75,189,24,11,2015
