year,prize_year,tournaments,prize_pct_total,profile_link
2004,842.61,2,5.89,/players/5165-todi-christian-hackmann
2003,5225.97,2,36.53,/players/5165-todi-christian-hackmann
2007,2588.09,4,53.91,/players/2702-fragmaster-christopher-kolla
2006,164.28,1,3.42,/players/2702-fragmaster-christopher-kolla
2005,2048.4,5,42.67,/players/2702-fragmaster-christopher-kolla
2018,8125.0,5,32.05,/players/1993-zaccubus-david-treacy
2007,2584.13,2,10.19,/players/1993-zaccubus-david-treacy
2006,647.41,2,2.55,/players/1993-zaccubus-david-treacy
2005,13869.98,11,54.72,/players/1993-zaccubus-david-treacy
2004,120.6,1,0.48,/players/1993-zaccubus-david-treacy
2009,504.15,1,10.22,/players/7083-notorious-tobias-torka
2008,1341.94,3,27.21,/players/7083-notorious-tobias-torka
2007,2540.99,4,51.52,/players/7083-notorious-tobias-torka
2006,544.9,2,11.05,/players/7083-notorious-tobias-torka
2009,504.15,1,10.35,/players/7081-frans-von-der-aue
2008,1341.94,3,27.54,/players/7081-frans-von-der-aue
2007,2540.99,4,52.16,/players/7081-frans-von-der-aue
2006,315.91,1,6.48,/players/7081-frans-von-der-aue
2005,168.9,1,3.47,/players/7081-frans-von-der-aue
2008,1341.94,3,27.7,/players/7082-mukuh-benjamin-barth
2007,2540.99,4,52.46,/players/7082-mukuh-benjamin-barth
2006,882.25,3,18.21,/players/7082-mukuh-benjamin-barth
2005,78.82,1,1.63,/players/7082-mukuh-benjamin-barth
2020,200.0,1,5.05,/players/1812-paladyn-przemek-wadon
2010,13.79,1,0.35,/players/1812-paladyn-przemek-wadon
2008,500.0,1,12.62,/players/1812-paladyn-przemek-wadon
2007,2530.57,3,63.86,/players/1812-paladyn-przemek-wadon
2006,350.0,1,8.83,/players/1812-paladyn-przemek-wadon
2005,368.1,1,9.29,/players/1812-paladyn-przemek-wadon
2007,2516.34,3,12.38,/players/1377-zeus19-ivica-markovic
2006,10175.47,3,50.06,/players/1377-zeus19-ivica-markovic
2005,3590.89,4,17.67,/players/1377-zeus19-ivica-markovic
2004,3802.57,4,18.71,/players/1377-zeus19-ivica-markovic
2003,240.62,1,1.18,/players/1377-zeus19-ivica-markovic
2015,85.76,2,2.06,/players/4159-levent-isyapar
2010,1302.36,1,31.33,/players/4159-levent-isyapar
2008,261.53,2,6.29,/players/4159-levent-isyapar
2007,2506.74,3,60.31,/players/4159-levent-isyapar
2007,2500.0,2,100.0,/players/47966-dubs-joe-wishnia
2007,2500.0,1,100.0,/players/22190-gibson-
2007,2500.0,3,100.0,/players/19711-perception-
2007,2500.0,1,100.0,/players/12767-xanderx-alex-leidner
2007,2500.0,1,100.0,/players/22191-yossan-
2006,100000.0,1,100.0,/players/35983-duka-rob-taylor
2007,1065.13,1,1.27,/players/2185-chojja-jo-yong-ho
2006,54240.94,8,64.56,/players/2185-chojja-jo-yong-ho
2005,9691.09,3,11.53,/players/2185-chojja-jo-yong-ho
2004,8113.55,4,9.66,/players/2185-chojja-jo-yong-ho
2003,10909.99,8,12.98,/players/2185-chojja-jo-yong-ho
2002,0.0,2,0.0,/players/2185-chojja-jo-yong-ho
2018,5000.0,1,8.53,/players/2141-saiyan-ryan-danford
2006,36500.0,8,62.3,/players/2141-saiyan-ryan-danford
2005,14300.0,16,24.41,/players/2141-saiyan-ryan-danford
2004,2785.0,7,4.75,/players/2141-saiyan-ryan-danford
2007,800.0,2,2.17,/players/2142-fonzi-alfonso-chartier
2006,27800.0,15,75.24,/players/2142-fonzi-alfonso-chartier
2005,8350.0,15,22.6,/players/2142-fonzi-alfonso-chartier
2016,681.82,1,0.96,/players/2672-method-michael-so
2011,200.0,1,0.28,/players/2672-method-michael-so
2009,150.0,2,0.21,/players/2672-method-michael-so
2008,700.0,1,0.98,/players/2672-method-michael-so
2007,900.0,3,1.26,/players/2672-method-michael-so
2006,25058.33,14,35.12,/players/2672-method-michael-so
2005,25216.67,7,35.34,/players/2672-method-michael-so
2004,10749.22,5,15.06,/players/2672-method-michael-so
2003,5700.0,4,7.99,/players/2672-method-michael-so
2002,2000.0,2,2.8,/players/2672-method-michael-so
2008,400.0,1,1.23,/players/4282-foulacy-peter-dietrich
2007,1400.0,2,4.29,/players/4282-foulacy-peter-dietrich
2006,24425.0,9,74.87,/players/4282-foulacy-peter-dietrich
2005,6400.0,12,19.62,/players/4282-foulacy-peter-dietrich
2006,24000.0,7,69.06,/players/1472-socrates-jason-sylka
2005,2200.0,2,6.33,/players/1472-socrates-jason-sylka
2004,1500.0,1,4.32,/players/1472-socrates-jason-sylka
2003,1750.0,1,5.04,/players/1472-socrates-jason-sylka
2002,5000.0,1,14.39,/players/1472-socrates-jason-sylka
2000,300.0,1,0.86,/players/1472-socrates-jason-sylka
2007,1500.0,1,1.51,/players/1453-ztrider-alex-ingarv
2006,22723.91,5,22.9,/players/1453-ztrider-alex-ingarv
2005,75000.0,10,75.59,/players/1453-ztrider-alex-ingarv
2008,496.16,1,2.42,/players/15081-driesje-andries-smit
2006,20000.0,1,97.58,/players/15081-driesje-andries-smit
2022,113.89,1,0.56,/players/26259-sandder-sander-kuusik
2015,112.15,1,0.55,/players/26259-sandder-sander-kuusik
2013,170.54,1,0.84,/players/26259-sandder-sander-kuusik
2006,20000.0,1,98.06,/players/26259-sandder-sander-kuusik
2006,20000.0,1,100.0,/players/33656-maximus-sean-heffelfinger
2020,400.0,1,0.09,/players/1139-fatal1ty-johnathan-wendel
2006,19892.26,5,4.34,/players/1139-fatal1ty-johnathan-wendel
2005,231000.0,10,50.36,/players/1139-fatal1ty-johnathan-wendel
2004,36550.0,5,7.97,/players/1139-fatal1ty-johnathan-wendel
2003,3000.0,1,0.65,/players/1139-fatal1ty-johnathan-wendel
2002,15000.0,2,3.27,/players/1139-fatal1ty-johnathan-wendel
2001,53922.65,7,11.75,/players/1139-fatal1ty-johnathan-wendel
2000,94974.32,8,20.7,/players/1139-fatal1ty-johnathan-wendel
1999,4000.0,1,0.87,/players/1139-fatal1ty-johnathan-wendel
2006,16708.6,4,51.31,/players/3113-mikk-jiang-pu
2005,15607.06,7,47.93,/players/3113-mikk-jiang-pu
2004,246.0,1,0.76,/players/3113-mikk-jiang-pu
2018,501.0,2,1.76,/players/4413-isai-alvarado
2017,574.86,4,2.01,/players/4413-isai-alvarado
2016,1248.1,4,4.37,/players/4413-isai-alvarado
2014,855.0,1,3.0,/players/4413-isai-alvarado
2013,292.0,1,1.02,/players/4413-isai-alvarado
2012,104.0,2,0.36,/players/4413-isai-alvarado
2011,99.0,1,0.35,/players/4413-isai-alvarado
2010,20.0,2,0.07,/players/4413-isai-alvarado
2007,1927.5,7,6.75,/players/4413-isai-alvarado
2006,15525.0,15,54.39,/players/4413-isai-alvarado
2005,5467.3,11,19.16,/players/4413-isai-alvarado
2004,1927.5,8,6.75,/players/4413-isai-alvarado
2006,15033.33,8,33.21,/players/2152-moto-dave-geffon
2004,10733.33,4,23.71,/players/2152-moto-dave-geffon
2003,10100.0,4,22.31,/players/2152-moto-dave-geffon
2002,6600.0,3,14.58,/players/2152-moto-dave-geffon
2001,2800.0,2,6.19,/players/2152-moto-dave-geffon
2012,1000.0,1,1.47,/players/1144-czm-paul-nelson
2011,400.0,1,0.59,/players/1144-czm-paul-nelson
2010,700.0,1,1.03,/players/1144-czm-paul-nelson
2006,15000.0,1,22.03,/players/1144-czm-paul-nelson
2005,3000.0,1,4.41,/players/1144-czm-paul-nelson
2004,26500.0,2,38.91,/players/1144-czm-paul-nelson
2003,9750.0,2,14.32,/players/1144-czm-paul-nelson
2002,1250.0,1,1.84,/players/1144-czm-paul-nelson
2001,4500.0,2,6.61,/players/1144-czm-paul-nelson
2000,6000.0,1,8.81,/players/1144-czm-paul-nelson
2009,802.5,1,1.53,/players/2186-kingdom-wook-park-yong
2006,14206.46,5,27.13,/players/2186-kingdom-wook-park-yong
2005,8127.82,2,15.52,/players/2186-kingdom-wook-park-yong
2004,11633.64,5,22.21,/players/2186-kingdom-wook-park-yong
2003,17598.5,4,33.6,/players/2186-kingdom-wook-park-yong
2001,0.0,1,0.0,/players/2186-kingdom-wook-park-yong
2006,13000.0,1,68.42,/players/10654-snake-pierre-lenoir
2005,6000.0,1,31.58,/players/10654-snake-pierre-lenoir
2009,400.0,1,1.92,/players/2708-kiko-carlos-segal
2006,12662.33,5,60.65,/players/2708-kiko-carlos-segal
2005,2400.0,1,11.5,/players/2708-kiko-carlos-segal
2004,3350.0,5,16.05,/players/2708-kiko-carlos-segal
2003,1876.17,4,8.99,/players/2708-kiko-carlos-segal
2002,189.7,2,0.91,/players/2708-kiko-carlos-segal
2013,200.0,1,1.02,/players/5539-p0s-trevor-randolph
2011,125.0,1,0.64,/players/5539-p0s-trevor-randolph
2010,1440.0,4,7.37,/players/5539-p0s-trevor-randolph
2009,333.33,1,1.71,/players/5539-p0s-trevor-randolph
2008,700.0,1,3.58,/players/5539-p0s-trevor-randolph
2007,600.0,1,3.07,/players/5539-p0s-trevor-randolph
2006,12450.0,6,63.69,/players/5539-p0s-trevor-randolph
2005,3700.0,2,18.93,/players/5539-p0s-trevor-randolph
2020,1000.0,1,2.32,/players/1149-2gd-james-harding
2017,25500.0,4,59.27,/players/1149-2gd-james-harding
2007,2400.0,3,5.58,/players/1149-2gd-james-harding
2006,12225.86,7,28.42,/players/1149-2gd-james-harding
2005,1900.0,2,4.42,/players/1149-2gd-james-harding
2018,368.0,1,2.8,/players/6766-johnny-clark
2006,12000.0,3,91.27,/players/6766-johnny-clark
2005,780.0,2,5.93,/players/6766-johnny-clark
2006,11985.83,4,92.67,/players/4694-chucky-peter-schlosser
2005,128.98,1,1.0,/players/4694-chucky-peter-schlosser
2004,600.35,1,4.64,/players/4694-chucky-peter-schlosser
2001,218.85,1,1.69,/players/4694-chucky-peter-schlosser
2015,181.56,1,1.24,/players/2837-super-zhang-ming-lu
2013,16.33,1,0.11,/players/2837-super-zhang-ming-lu
2012,1722.23,2,11.8,/players/2837-super-zhang-ming-lu
2009,1169.93,1,8.02,/players/2837-super-zhang-ming-lu
2006,11500.0,2,78.82,/players/2837-super-zhang-ming-lu
2007,322.73,1,1.31,/players/7151-spell-minh-nguyen
2006,11069.61,5,44.8,/players/7151-spell-minh-nguyen
2005,12987.98,8,52.56,/players/7151-spell-minh-nguyen
2004,328.21,1,1.33,/players/7151-spell-minh-nguyen
2020,250.0,2,0.85,/players/2715-flipin-antonio-rivas-del-rey
2018,116.86,1,0.4,/players/2715-flipin-antonio-rivas-del-rey
2017,2987.89,4,10.15,/players/2715-flipin-antonio-rivas-del-rey
2016,2854.23,6,9.69,/players/2715-flipin-antonio-rivas-del-rey
2015,4097.78,12,13.92,/players/2715-flipin-antonio-rivas-del-rey
2014,1206.63,3,4.1,/players/2715-flipin-antonio-rivas-del-rey
2013,51.95,1,0.18,/players/2715-flipin-antonio-rivas-del-rey
2012,1164.74,4,3.96,/players/2715-flipin-antonio-rivas-del-rey
2011,849.0,1,2.88,/players/2715-flipin-antonio-rivas-del-rey
2010,266.61,2,0.91,/players/2715-flipin-antonio-rivas-del-rey
2009,976.48,2,3.32,/players/2715-flipin-antonio-rivas-del-rey
2008,1337.96,4,4.54,/players/2715-flipin-antonio-rivas-del-rey
2007,827.94,2,2.81,/players/2715-flipin-antonio-rivas-del-rey
2006,10511.4,6,35.7,/players/2715-flipin-antonio-rivas-del-rey
2005,1946.11,3,6.61,/players/2715-flipin-antonio-rivas-del-rey
2014,410.05,1,2.9,/players/2717-milicua-aitor-fernandez
2013,79.23,2,0.56,/players/2717-milicua-aitor-fernandez
2011,1198.63,2,8.47,/players/2717-milicua-aitor-fernandez
2006,10511.4,6,74.31,/players/2717-milicua-aitor-fernandez
2005,1946.11,3,13.76,/players/2717-milicua-aitor-fernandez
2008,747.0,3,5.36,/players/2716-drastyk-jose-maria-garcia
2007,827.94,2,5.94,/players/2716-drastyk-jose-maria-garcia
2006,10511.4,6,75.43,/players/2716-drastyk-jose-maria-garcia
2005,1848.51,2,13.27,/players/2716-drastyk-jose-maria-garcia
2006,10511.4,6,95.06,/players/2718-deyf-david-arroyo
2005,97.6,1,0.88,/players/2718-deyf-david-arroyo
2004,110.83,1,1.0,/players/2718-deyf-david-arroyo
2003,337.76,1,3.05,/players/2718-deyf-david-arroyo
2006,10000.0,1,100.0,/players/1578-deathgun-gregorio-costa
2006,10000.0,1,100.0,/players/9508-fiddyownsu-jason-hodges
2007,1000.0,1,9.97,/players/1542-forever-ivo-lindhout
2006,9034.56,3,90.03,/players/1542-forever-ivo-lindhout
2021,58.75,1,0.49,/players/10655-carter-arnaud-lacombe
2006,9000.0,1,74.63,/players/10655-carter-arnaud-lacombe
2005,3000.0,1,24.88,/players/10655-carter-arnaud-lacombe
2008,386.14,1,4.11,/players/10747-myto-moustafa-menadi
2006,9000.0,1,95.89,/players/10747-myto-moustafa-menadi
2006,9000.0,1,100.0,/players/7071-baiy000r-manuel-baier
2006,9000.0,2,100.0,/players/7073-dridrione-adrien-auxent
2018,116.86,1,0.42,/players/2714-musamban1-jonathan-torrent
2017,2193.14,3,7.86,/players/2714-musamban1-jonathan-torrent
2016,1231.09,5,4.41,/players/2714-musamban1-jonathan-torrent
2015,4351.62,11,15.6,/players/2714-musamban1-jonathan-torrent
2014,1856.68,4,6.66,/players/2714-musamban1-jonathan-torrent
2011,2047.63,3,7.34,/players/2714-musamban1-jonathan-torrent
2010,507.8,2,1.82,/players/2714-musamban1-jonathan-torrent
2009,1374.48,2,4.93,/players/2714-musamban1-jonathan-torrent
2008,2370.09,4,8.5,/players/2714-musamban1-jonathan-torrent
2007,911.33,2,3.27,/players/2714-musamban1-jonathan-torrent
2006,8979.43,4,32.2,/players/2714-musamban1-jonathan-torrent
2005,1946.11,3,6.98,/players/2714-musamban1-jonathan-torrent
2006,8625.0,8,44.39,/players/4419-killern-nick-urso
2005,2650.0,7,13.64,/players/4419-killern-nick-urso
2004,8079.2,11,41.58,/players/4419-killern-nick-urso
2003,75.0,1,0.39,/players/4419-killern-nick-urso
2022,8415.0,1,46.47,/players/2116-mclaren-f1-christopher-hogfeldt
2021,1695.0,1,9.36,/players/2116-mclaren-f1-christopher-hogfeldt
2006,8000.0,1,44.17,/players/2116-mclaren-f1-christopher-hogfeldt
2021,572.45,1,4.23,/players/2112-ovvy-ovidiu-patrascu
2013,680.45,1,5.03,/players/2112-ovvy-ovidiu-patrascu
2012,3707.96,6,27.41,/players/2112-ovvy-ovidiu-patrascu
2011,135.58,1,1.0,/players/2112-ovvy-ovidiu-patrascu
2010,136.58,1,1.01,/players/2112-ovvy-ovidiu-patrascu
2008,295.48,1,2.18,/players/2112-ovvy-ovidiu-patrascu
2006,8000.0,1,59.13,/players/2112-ovvy-ovidiu-patrascu
2006,7796.16,3,72.97,/players/2664-xione-lasse-stokke
2005,2843.64,4,26.61,/players/2664-xione-lasse-stokke
2004,44.74,1,0.42,/players/2664-xione-lasse-stokke
2011,2070.73,2,19.67,/players/7072-gallo-pascal-jager
2010,1457.11,2,13.84,/players/7072-gallo-pascal-jager
2006,7000.0,2,66.49,/players/7072-gallo-pascal-jager
2019,147.75,2,0.82,/players/4437-chillin-kashan-khan
2018,239.9,3,1.33,/players/4437-chillin-kashan-khan
2017,875.56,9,4.86,/players/4437-chillin-kashan-khan
2016,1739.89,16,9.66,/players/4437-chillin-kashan-khan
2015,1149.45,10,6.38,/players/4437-chillin-kashan-khan
2014,2247.35,33,12.48,/players/4437-chillin-kashan-khan
2013,929.55,19,5.16,/players/4437-chillin-kashan-khan
2012,604.5,5,3.36,/players/4437-chillin-kashan-khan
2011,27.6,1,0.15,/players/4437-chillin-kashan-khan
2010,66.0,2,0.37,/players/4437-chillin-kashan-khan
2009,104.63,3,0.58,/players/4437-chillin-kashan-khan
2008,819.5,3,4.55,/players/4437-chillin-kashan-khan
2007,2352.98,11,13.06,/players/4437-chillin-kashan-khan
2006,6425.0,9,35.67,/players/4437-chillin-kashan-khan
2005,283.4,3,1.57,/players/4437-chillin-kashan-khan
2008,0.0,1,0.0,/players/2254-mumyung-sung-hak-seung
2006,6375.92,3,30.93,/players/2254-mumyung-sung-hak-seung
2005,8416.7,2,40.83,/players/2254-mumyung-sung-hak-seung
2004,4892.38,4,23.73,/players/2254-mumyung-sung-hak-seung
2003,929.97,3,4.51,/players/2254-mumyung-sung-hak-seung
2002,0.0,2,0.0,/players/2254-mumyung-sung-hak-seung
2019,2000.0,1,15.7,/players/4420-samurai-sam-suyeyasu
2018,2037.2,2,15.99,/players/4420-samurai-sam-suyeyasu
2006,6375.0,6,50.05,/players/4420-samurai-sam-suyeyasu
2005,2325.0,5,18.25,/players/4420-samurai-sam-suyeyasu
2006,6375.0,6,78.46,/players/4286-itwasluck-tyler-howard
2005,1750.0,3,21.54,/players/4286-itwasluck-tyler-howard
2006,6000.0,1,75.0,/players/10656-lucky-thibault-lacombe
2005,2000.0,1,25.0,/players/10656-lucky-thibault-lacombe
2006,6000.0,1,100.0,/players/10748-jinxy-yasin-koroglu
2006,5736.76,5,92.28,/players/59937-headshot-li-chao-ren
2004,480.0,1,7.72,/players/59937-headshot-li-chao-ren
2019,625.0,1,6.82,/players/2881-kindevu-ito-yosuke
2018,500.0,1,5.46,/players/2881-kindevu-ito-yosuke
2017,1452.65,1,15.86,/players/2881-kindevu-ito-yosuke
2007,916.67,2,10.01,/players/2881-kindevu-ito-yosuke
2006,5666.67,2,61.86,/players/2881-kindevu-ito-yosuke
2005,0.0,2,0.0,/players/2881-kindevu-ito-yosuke
2004,0.0,2,0.0,/players/2881-kindevu-ito-yosuke
2008,0.0,1,0.0,/players/20893-anomia-lee-kun-jun
2006,5232.3,2,100.0,/players/20893-anomia-lee-kun-jun
2006,5000.0,3,31.93,/players/1454-blue-henrik-bjork
2002,460.29,1,2.94,/players/1454-blue-henrik-bjork
2001,400.0,1,2.55,/players/1454-blue-henrik-bjork
2000,9800.0,3,62.58,/players/1454-blue-henrik-bjork
2006,5000.0,1,100.0,/players/2883-a-wolfe-alex-wolfe
2006,5000.0,1,100.0,/players/2888-nitto-togawa-yoshihiko
2005,0.0,1,0.0,/players/2888-nitto-togawa-yoshihiko
2006,5000.0,1,100.0,/players/9509-pacmayne-jeff-powell
2006,5000.0,1,100.0,/players/33657-racer-x-joshua-ortiz
2006,5000.0,1,100.0,/players/15083-wolfgang-meier
2020,347.55,2,1.38,/players/2655-pava-rafael-pavanelli
2018,750.0,1,2.98,/players/2655-pava-rafael-pavanelli
2017,4671.78,14,18.53,/players/2655-pava-rafael-pavanelli
2016,5195.64,18,20.61,/players/2655-pava-rafael-pavanelli
2015,1158.6,8,4.6,/players/2655-pava-rafael-pavanelli
2006,4629.71,6,18.37,/players/2655-pava-rafael-pavanelli
2005,3904.4,3,15.49,/players/2655-pava-rafael-pavanelli
2004,3350.0,5,13.29,/players/2655-pava-rafael-pavanelli
2003,1200.0,1,4.76,/players/2655-pava-rafael-pavanelli
2009,56.98,1,0.24,/players/2727-groove-konstantin-pikiner
2008,1933.25,5,8.01,/players/2727-groove-konstantin-pikiner
2007,611.11,1,2.53,/players/2727-groove-konstantin-pikiner
2006,4571.4,4,18.94,/players/2727-groove-konstantin-pikiner
2005,8967.02,10,37.14,/players/2727-groove-konstantin-pikiner
2004,6429.01,12,26.63,/players/2727-groove-konstantin-pikiner
2003,1572.0,2,6.51,/players/2727-groove-konstantin-pikiner
2009,959.83,2,5.58,/players/5164-night-arnt-peter-schuldt
2008,1908.45,5,11.1,/players/5164-night-arnt-peter-schuldt
2007,997.14,4,5.8,/players/5164-night-arnt-peter-schuldt
2006,4508.15,5,26.21,/players/5164-night-arnt-peter-schuldt
2005,4842.26,5,28.15,/players/5164-night-arnt-peter-schuldt
2004,2798.31,2,16.27,/players/5164-night-arnt-peter-schuldt
2003,1186.7,1,6.9,/players/5164-night-arnt-peter-schuldt
2012,500.0,1,4.52,/players/1409-dkt-brian-flander
2010,1000.0,3,9.05,/players/1409-dkt-brian-flander
2009,250.0,1,2.26,/players/1409-dkt-brian-flander
2008,250.0,1,2.26,/players/1409-dkt-brian-flander
2006,4500.0,2,40.72,/players/1409-dkt-brian-flander
2005,450.0,1,4.07,/players/1409-dkt-brian-flander
2004,2000.0,1,18.1,/players/1409-dkt-brian-flander
2003,1200.0,1,10.86,/players/1409-dkt-brian-flander
2002,600.0,2,5.43,/players/1409-dkt-brian-flander
2001,300.0,1,2.71,/players/1409-dkt-brian-flander
2007,2133.21,4,31.99,/players/6457-blade-demyan-zemskiy
2006,4459.86,9,66.87,/players/6457-blade-demyan-zemskiy
2005,26.05,1,0.39,/players/6457-blade-demyan-zemskiy
2004,50.0,1,0.75,/players/6457-blade-demyan-zemskiy
2006,4441.9,2,14.5,/players/2402-johnny-r-jonas-bollack
2004,9168.85,5,29.94,/players/2402-johnny-r-jonas-bollack
2003,14677.0,7,47.93,/players/2402-johnny-r-jonas-bollack
2002,2336.84,3,7.63,/players/2402-johnny-r-jonas-bollack
2008,81.51,1,0.93,/players/2705-bloddy-daniel-davidsen
2006,4225.18,4,48.08,/players/2705-bloddy-daniel-davidsen
2005,4481.05,6,50.99,/players/2705-bloddy-daniel-davidsen
2012,79.51,1,0.95,/players/5162-crash-markus-esser
2010,636.0,2,7.6,/players/5162-crash-markus-esser
2009,756.77,2,9.05,/players/5162-crash-markus-esser
2008,1342.02,4,16.04,/players/5162-crash-markus-esser
2007,997.14,4,11.92,/players/5162-crash-markus-esser
2006,4189.22,4,50.08,/players/5162-crash-markus-esser
2005,363.83,2,4.35,/players/5162-crash-markus-esser
2006,4189.22,4,94.23,/players/5485-mueller-daniel-muller
2005,256.36,2,5.77,/players/5485-mueller-daniel-muller
2008,1300.0,2,7.22,/players/2743-exodus-derek-heidinger
2007,2300.0,3,12.77,/players/2743-exodus-derek-heidinger
2006,4110.0,9,22.82,/players/2743-exodus-derek-heidinger
2005,4000.0,5,22.21,/players/2743-exodus-derek-heidinger
2004,5600.0,2,31.09,/players/2743-exodus-derek-heidinger
2002,700.0,3,3.89,/players/2743-exodus-derek-heidinger
2009,292.73,1,5.77,/players/55276-apple-yao-chen
2007,512.0,1,10.1,/players/55276-apple-yao-chen
2006,4050.94,5,79.87,/players/55276-apple-yao-chen
2005,216.0,2,4.26,/players/55276-apple-yao-chen
2009,292.73,1,6.74,/players/55279-stoic-zhen-xiao
2006,4050.94,5,93.26,/players/55279-stoic-zhen-xiao
2006,4050.94,5,94.94,/players/55277-azure-
2005,216.0,2,5.06,/players/55277-azure-
2006,4046.16,3,7.31,/players/2732-xeqtr-jorgen-johannessen
2005,10700.0,3,19.33,/players/2732-xeqtr-jorgen-johannessen
2004,7648.69,4,13.82,/players/2732-xeqtr-jorgen-johannessen
2003,19499.69,5,35.23,/players/2732-xeqtr-jorgen-johannessen
2002,6934.3,3,12.53,/players/2732-xeqtr-jorgen-johannessen
2001,6228.46,4,11.25,/players/2732-xeqtr-jorgen-johannessen
2000,292.11,1,0.53,/players/2732-xeqtr-jorgen-johannessen
2010,450.0,2,6.12,/players/5396-phamtastik-ryan-pham
2009,83.33,1,1.13,/players/5396-phamtastik-ryan-pham
2008,900.0,2,12.23,/players/5396-phamtastik-ryan-pham
2007,600.0,1,8.15,/players/5396-phamtastik-ryan-pham
2006,4005.0,6,54.43,/players/5396-phamtastik-ryan-pham
2005,1320.0,4,17.94,/players/5396-phamtastik-ryan-pham
2020,94.64,2,0.97,/players/1739-python-andrew-cha-cha
2019,406.69,1,4.18,/players/1739-python-andrew-cha-cha
2017,703.32,2,7.23,/players/1739-python-andrew-cha-cha
2014,37.11,1,0.38,/players/1739-python-andrew-cha-cha
2006,4000.0,2,41.09,/players/1739-python-andrew-cha-cha
2002,1750.0,1,17.98,/players/1739-python-andrew-cha-cha
2001,242.65,1,2.49,/players/1739-python-andrew-cha-cha
2000,2500.0,3,25.68,/players/1739-python-andrew-cha-cha
2006,4000.0,1,100.0,/players/2108-arngrine-stephane-maine
2006,4000.0,1,100.0,/players/10746-hollo1-daniel-holland
2006,4000.0,1,100.0,/players/10749-song-xianzhi
2010,40.84,1,0.59,/players/4684-bisou-marc-naoum
2007,123.35,1,1.8,/players/4684-bisou-marc-naoum
2006,3991.32,3,58.09,/players/4684-bisou-marc-naoum
2005,737.25,2,10.73,/players/4684-bisou-marc-naoum
2004,1364.71,2,19.86,/players/4684-bisou-marc-naoum
2002,613.72,1,8.93,/players/4684-bisou-marc-naoum
2009,341.97,1,2.83,/players/7691-brhr-kirill-vorobiev
2007,1638.63,2,13.57,/players/7691-brhr-kirill-vorobiev
2006,3958.48,6,32.79,/players/7691-brhr-kirill-vorobiev
2005,1393.19,8,11.54,/players/7691-brhr-kirill-vorobiev
2004,3100.71,10,25.68,/players/7691-brhr-kirill-vorobiev
2003,1640.32,3,13.59,/players/7691-brhr-kirill-vorobiev
2010,681.18,1,9.44,/players/15269-ferus-markus-stenmark
2008,760.76,2,10.54,/players/15269-ferus-markus-stenmark
2007,1662.41,4,23.04,/players/15269-ferus-markus-stenmark
2006,3931.22,4,54.48,/players/15269-ferus-markus-stenmark
2005,180.46,1,2.5,/players/15269-ferus-markus-stenmark
2011,1000.0,1,19.84,/players/8820-testie-nick-perentesis
2007,130.77,1,2.59,/players/8820-testie-nick-perentesis
2006,3910.15,7,77.57,/players/8820-testie-nick-perentesis
2007,1597.36,2,29.1,/players/6963-ex-vakhtang-zakiev
2006,3891.74,4,70.9,/players/6963-ex-vakhtang-zakiev
2006,3840.0,4,33.42,/players/1477-cha0ticz-jared-cugno
2005,3900.0,2,33.94,/players/1477-cha0ticz-jared-cugno
2004,1750.0,3,15.23,/players/1477-cha0ticz-jared-cugno
2002,2000.0,1,17.41,/players/1477-cha0ticz-jared-cugno
2006,3800.0,4,38.62,/players/2650-akujii-kier-mccann
2005,5640.0,3,57.32,/players/2650-akujii-kier-mccann
2004,400.0,2,4.07,/players/2650-akujii-kier-mccann
2020,1070.78,3,13.11,/players/4683-ferg-fergus-stephenson
2018,60.0,2,0.73,/players/4683-ferg-fergus-stephenson
2017,875.0,10,10.72,/players/4683-ferg-fergus-stephenson
2016,164.95,2,2.02,/players/4683-ferg-fergus-stephenson
2015,970.55,4,11.89,/players/4683-ferg-fergus-stephenson
2010,560.0,2,6.86,/players/4683-ferg-fergus-stephenson
2007,664.16,2,8.13,/players/4683-ferg-fergus-stephenson
2006,3800.0,2,46.54,/players/4683-ferg-fergus-stephenson
2008,2900.0,5,39.73,/players/4698-striker-noah-alvardo
2007,600.0,1,8.22,/players/4698-striker-noah-alvardo
2006,3800.0,3,52.05,/players/4698-striker-noah-alvardo
2006,3687.5,5,95.15,/players/4415-manacloud-michael-hoang
2005,100.0,1,2.58,/players/4415-manacloud-michael-hoang
2003,88.0,1,2.27,/players/4415-manacloud-michael-hoang
2006,3687.5,4,98.66,/players/3461-poon-raymond-soto
2005,50.0,1,1.34,/players/3461-poon-raymond-soto
2006,3629.55,12,62.27,/players/6941-en1x-sergei-litvinenko
2005,948.27,8,16.27,/players/6941-en1x-sergei-litvinenko
2004,313.49,6,5.38,/players/6941-en1x-sergei-litvinenko
2003,937.88,6,16.09,/players/6941-en1x-sergei-litvinenko
2008,406.1,2,2.08,/players/1572-androide-andrey-kukhianidze
2007,1389.45,2,7.11,/players/1572-androide-andrey-kukhianidze
2006,3606.04,2,18.46,/players/1572-androide-andrey-kukhianidze
2005,14130.33,3,72.34,/players/1572-androide-andrey-kukhianidze
2004,0.0,1,0.0,/players/1572-androide-andrey-kukhianidze
2009,300.3,1,6.5,/players/9952-ruben-enoksen
2007,721.84,2,15.63,/players/9952-ruben-enoksen
2006,3595.15,2,77.86,/players/9952-ruben-enoksen
2007,600.0,1,14.55,/players/4416-king-daniel-hutchinson
